Invoice_ID,Product_Category,List_Price,Discount_Percent,Discount_Amount,Quantity,Net_Revenue,COGS,Gross_Margin,Gross_Margin_Percent,Customer_Segment,Sales_Channel,Invoice_Date,Discount_Tier
INV129897,Apparel,1852.42,0.0,0.0,1,1852.42,1073.45,778.97,42.05,Corporate,Marketplace,2025-12-04,No Discount
INV129898,Beauty,2168.41,3.7,320.92,4,8352.72,4154.65,4198.07,50.26,Retail,Marketplace,2025-03-21,Low
INV129899,Footwear,4723.69,11.3,533.78,1,4189.91,2833.52,1356.39,32.37,Retail,Direct Website,2025-11-12,Medium
INV129900,Beauty,2007.53,1.7,170.64,5,9867.01,7256.73,2610.28,26.45,Retail,Direct Website,2025-01-23,Low
INV129901,Beauty,1918.87,38.2,1466.02,2,2371.72,1893.66,478.06,20.16,Retail,Marketplace,2025-08-21,Very High
INV129902,Grocery,1288.44,40.9,2107.89,4,3045.87,2556.37,489.5,16.07,Corporate,Marketplace,2025-02-07,Very High
INV129903,Apparel,1259.88,0.0,0.0,2,2519.76,1487.31,1032.45,40.97,Retail,Direct Website,2025-07-11,No Discount
INV129904,Grocery,645.44,5.8,37.44,1,608.0,430.61,177.39,29.18,Retail,Marketplace,2025-04-06,Low
INV129905,Home & Kitchen,5331.08,0.0,0.0,1,5331.08,3524.53,1806.55,33.89,Retail,Marketplace,2025-05-11,No Discount
INV129906,Electronics,10976.51,0.0,0.0,2,21953.02,13678.38,8274.64,37.69,Retail,Direct Website,2025-08-08,No Discount
INV129907,Home & Kitchen,4645.07,15.6,3623.15,5,19602.2,10838.71,8763.49,44.71,Corporate,In-Store,2025-06-28,Medium
INV129908,Apparel,2119.75,6.1,646.52,5,9952.23,5784.09,4168.14,41.88,Retail,In-Store,2025-07-02,Low
INV129909,Apparel,2560.06,25.3,3238.48,5,9561.82,7757.26,1804.56,18.87,Retail,Direct Website,2025-11-18,High
INV129910,Apparel,531.47,1.6,17.01,2,1045.93,542.49,503.44,48.13,Retail,Direct Website,2025-07-23,Low
INV129911,Apparel,2575.39,16.0,824.12,2,4326.66,3632.05,694.61,16.05,Retail,Direct Website,2025-10-03,Medium
INV129912,Grocery,499.06,15.2,379.29,5,2116.01,1654.76,461.25,21.8,Corporate,Marketplace,2025-05-12,Medium
INV129913,Beauty,811.23,21.4,520.81,3,1912.88,1410.58,502.3,26.26,Corporate,Marketplace,2025-06-01,High
INV129914,Beauty,2256.29,5.7,385.83,3,6383.04,4105.24,2277.8,35.69,Retail,Marketplace,2025-07-08,Low
INV129915,Home & Kitchen,1703.05,2.7,91.96,2,3314.14,1783.84,1530.3,46.17,Retail,Marketplace,2025-04-19,Low
INV129916,Grocery,259.6,42.8,333.33,3,445.47,435.31,10.16,2.28,Retail,Direct Website,2025-03-15,Very High
INV129917,Electronics,22354.0,0.0,0.0,1,22354.0,13096.39,9257.61,41.41,Retail,Marketplace,2025-02-23,No Discount
INV129918,Beauty,2082.06,0.0,0.0,32,66625.92,37952.53,28673.39,43.04,Wholesale,In-Store,2025-03-24,No Discount
INV129919,Apparel,2659.38,3.7,295.19,3,7682.95,5049.23,2633.72,34.28,Retail,Direct Website,2025-03-22,Low
INV129920,Beauty,1372.51,42.5,1749.95,3,2367.58,2423.6,-56.02,-2.37,Retail,Marketplace,2025-11-19,Very High
INV129921,Apparel,1604.23,24.0,18480.73,48,58522.31,44918.67,13603.64,23.25,Wholesale,Marketplace,2025-03-18,High
INV129922,Grocery,1021.98,6.9,141.03,2,1902.93,1244.51,658.42,34.6,Retail,Marketplace,2025-07-04,Low
INV129923,Footwear,4598.56,15.4,1416.36,2,7780.76,5419.81,2360.95,30.34,Retail,Direct Website,2025-08-14,Medium
INV129924,Grocery,967.32,4.3,374.35,9,8331.53,5823.86,2507.67,30.1,Wholesale,In-Store,2025-07-02,Low
INV129925,Electronics,20597.97,3.0,2471.76,4,79920.12,41932.41,37987.71,47.53,Retail,In-Store,2025-04-20,Low
INV129926,Apparel,3751.95,3.0,562.79,5,18196.96,11098.99,7097.97,39.01,Retail,Direct Website,2025-03-19,Low
INV129927,Footwear,4030.47,15.8,1910.44,3,10180.97,8632.06,1548.91,15.21,Retail,Marketplace,2025-12-14,Medium
INV129928,Home & Kitchen,5124.82,11.4,1752.69,3,13621.77,8666.23,4955.54,36.38,Retail,Direct Website,2025-06-20,Medium
INV129929,Footwear,3107.84,25.5,1585.0,2,4630.68,3144.19,1486.49,32.1,Retail,Marketplace,2025-08-17,High
INV129930,Home & Kitchen,4469.84,16.6,2967.97,4,14911.39,10614.76,4296.63,28.81,Retail,Marketplace,2025-05-08,Medium
INV129931,Footwear,1507.12,6.2,373.77,4,5654.71,3744.77,1909.94,33.78,Retail,Marketplace,2025-05-10,Low
INV129932,Footwear,4529.07,0.0,0.0,3,13587.21,8066.96,5520.25,40.63,Retail,Direct Website,2025-06-22,No Discount
INV129933,Grocery,984.33,18.1,712.65,4,3224.67,2204.88,1019.79,31.62,Retail,Marketplace,2025-12-28,Medium
INV129934,Electronics,15937.56,0.0,0.0,4,63750.24,38791.3,24958.94,39.15,Retail,In-Store,2025-03-06,No Discount
INV129935,Home & Kitchen,3596.12,19.0,3416.31,5,14564.29,11602.31,2961.98,20.34,Retail,Marketplace,2025-07-02,Medium
INV129936,Footwear,1961.78,19.0,372.74,1,1589.04,1216.53,372.51,23.44,Retail,Direct Website,2025-12-07,Medium
INV129937,Footwear,3500.64,3.7,129.52,1,3371.12,2142.95,1228.17,36.43,Retail,Marketplace,2025-02-04,Low
INV129938,Apparel,1812.82,5.9,106.96,1,1705.86,1077.49,628.37,36.84,Corporate,Direct Website,2025-06-01,Low
INV129939,Home & Kitchen,791.64,0.0,0.0,1,791.64,454.39,337.25,42.6,Retail,Direct Website,2025-01-22,No Discount
INV129940,Grocery,808.04,0.0,0.0,39,31513.56,23623.39,7890.17,25.04,Wholesale,Direct Website,2025-01-28,No Discount
INV129941,Beauty,2225.63,1.9,42.29,1,2183.34,1115.7,1067.64,48.9,Retail,Marketplace,2025-10-06,Low
INV129942,Grocery,643.17,7.2,185.23,4,2387.45,1428.19,959.26,40.18,Retail,Direct Website,2025-03-07,Low
INV129943,Grocery,744.64,5.3,197.33,5,3525.87,1986.29,1539.58,43.67,Retail,Marketplace,2025-02-06,Low
INV129944,Footwear,5428.18,0.0,0.0,19,103135.42,46410.94,56724.48,55.0,Wholesale,Marketplace,2025-05-18,No Discount
INV129945,Electronics,2311.09,5.5,254.22,2,4367.96,3005.33,1362.63,31.2,Retail,Direct Website,2025-08-09,Low
INV129946,Electronics,12407.71,18.6,4615.67,2,20199.75,13767.57,6432.18,31.84,Retail,Marketplace,2025-03-10,Medium
INV129947,Electronics,22243.71,12.5,2780.46,1,19463.25,13447.34,6015.91,30.91,Retail,Direct Website,2025-04-10,Medium
INV129948,Footwear,5755.38,16.6,3821.57,4,19199.95,12662.76,6537.19,34.05,Retail,Marketplace,2025-12-02,Medium
INV129949,Home & Kitchen,2462.28,6.4,787.93,5,11523.47,7561.34,3962.13,34.38,Retail,Marketplace,2025-05-09,Low
INV129950,Electronics,8207.07,7.5,615.53,1,7591.54,5086.8,2504.74,32.99,Retail,Direct Website,2025-05-05,Low
INV129951,Apparel,1208.85,18.9,228.47,1,980.38,696.85,283.53,28.92,Retail,Marketplace,2025-04-14,Medium
INV129952,Home & Kitchen,4302.51,18.2,783.06,1,3519.45,2881.48,637.97,18.13,Retail,Marketplace,2025-10-09,Medium
INV129953,Grocery,1245.08,2.2,82.18,3,3653.06,2291.95,1361.11,37.26,Retail,Marketplace,2025-05-17,Low
INV129954,Grocery,606.82,6.7,40.66,1,566.16,313.7,252.46,44.59,Retail,Marketplace,2025-10-19,Low
INV129955,Grocery,1452.31,18.5,1343.39,5,5918.16,4742.94,1175.22,19.86,Retail,Marketplace,2025-07-21,Medium
INV129956,Electronics,12775.7,17.4,6668.92,3,31658.18,17729.47,13928.71,44.0,Retail,Marketplace,2025-08-18,Medium
INV129957,Footwear,4637.92,8.1,375.67,1,4262.25,3089.24,1173.01,27.52,Retail,Marketplace,2025-01-12,Low
INV129958,Apparel,605.43,21.9,132.59,1,472.84,371.29,101.55,21.48,Retail,Marketplace,2025-01-16,High
INV129959,Beauty,2702.51,26.9,726.98,1,1975.53,1536.02,439.51,22.25,Retail,Direct Website,2025-12-24,High
INV129960,Electronics,9286.16,23.5,4364.5,2,14207.82,9408.11,4799.71,33.78,Retail,In-Store,2025-06-04,High
INV129961,Electronics,14106.61,0.0,0.0,1,14106.61,7167.35,6939.26,49.19,Retail,Direct Website,2025-07-20,No Discount
INV129962,Electronics,17138.07,0.0,0.0,1,17138.07,11241.32,5896.75,34.41,Retail,Marketplace,2025-11-14,No Discount
INV129963,Beauty,1559.58,11.2,873.36,5,6924.54,4688.54,2236.0,32.29,Retail,Direct Website,2025-10-25,Medium
INV129964,Beauty,2802.9,8.7,731.56,3,7677.14,4759.3,2917.84,38.01,Retail,Direct Website,2025-01-19,Low
INV129965,Electronics,3640.88,13.9,4554.74,9,28213.18,21166.66,7046.52,24.98,Wholesale,Marketplace,2025-05-09,Medium
INV129966,Apparel,2053.96,28.3,16856.85,29,42707.99,36544.32,6163.67,14.43,Wholesale,Direct Website,2025-07-26,High
INV129967,Footwear,2463.25,0.0,0.0,2,4926.5,2394.43,2532.07,51.4,Retail,Direct Website,2025-07-01,No Discount
INV129968,Electronics,19583.53,7.1,1390.43,1,18193.1,10715.44,7477.66,41.1,Retail,Marketplace,2025-01-24,Low
INV129969,Apparel,1783.65,14.9,1328.82,5,7589.43,5870.32,1719.11,22.65,Retail,Marketplace,2025-03-16,Medium
INV129970,Home & Kitchen,4670.04,28.8,6724.86,5,16625.34,13162.1,3463.24,20.83,Retail,Direct Website,2025-12-14,High
INV129971,Grocery,1061.04,0.0,0.0,1,1061.04,587.52,473.52,44.63,Retail,Marketplace,2025-06-06,No Discount
INV129972,Apparel,614.25,17.0,313.27,3,1529.48,1209.99,319.49,20.89,Retail,Direct Website,2025-08-23,Medium
INV129973,Footwear,4310.13,18.9,1629.23,2,6991.03,4126.77,2864.26,40.97,Retail,Direct Website,2025-05-22,Medium
INV129974,Home & Kitchen,753.25,15.7,354.78,3,1904.97,1252.72,652.25,34.24,Corporate,Direct Website,2025-09-15,Medium
INV129975,Home & Kitchen,1746.35,18.7,326.57,1,1419.78,1015.61,404.17,28.47,Retail,Direct Website,2025-07-02,Medium
INV129976,Electronics,10047.34,28.7,115343.46,40,286550.14,231710.58,54839.56,19.14,Wholesale,Direct Website,2025-12-16,High
INV129977,Grocery,819.28,26.6,435.86,2,1202.7,957.78,244.92,20.36,Retail,Direct Website,2025-09-24,High
INV129978,Apparel,3420.07,25.3,2595.83,3,7664.38,6096.14,1568.24,20.46,Retail,Marketplace,2025-04-11,High
INV129979,Beauty,1044.67,15.1,473.24,3,2660.77,1698.12,962.65,36.18,Retail,Marketplace,2025-09-25,Medium
INV129980,Apparel,536.09,20.0,321.65,3,1286.62,1050.02,236.6,18.39,Retail,Direct Website,2025-12-15,Medium
INV129981,Home & Kitchen,2214.27,3.6,159.43,2,4269.11,2324.68,1944.43,45.55,Retail,Marketplace,2025-04-21,Low
INV129982,Footwear,5847.32,28.3,4964.37,3,12577.59,8191.56,4386.03,34.87,Retail,Marketplace,2025-02-24,High
INV129983,Grocery,1240.67,8.4,521.08,5,5682.27,3807.1,1875.17,33.0,Retail,Direct Website,2025-03-08,Low
INV129984,Electronics,5173.14,12.3,30542.22,48,217768.5,160726.83,57041.67,26.19,Wholesale,Direct Website,2025-04-14,Medium
INV129985,Beauty,2081.7,17.7,1105.38,3,5139.72,3641.79,1497.93,29.14,Retail,Marketplace,2025-04-17,Medium
INV129986,Beauty,1341.6,16.6,222.71,1,1118.89,837.55,281.34,25.14,Retail,Direct Website,2025-04-24,Medium
INV129987,Electronics,9636.88,4.1,790.22,2,18483.54,9222.99,9260.55,50.1,Retail,Direct Website,2025-01-12,Low
INV129988,Home & Kitchen,4395.1,17.0,2988.67,4,14591.73,10336.7,4255.03,29.16,Retail,Direct Website,2025-07-12,Medium
INV129989,Apparel,1114.05,14.1,785.41,5,4784.84,3240.89,1543.95,32.27,Retail,Direct Website,2025-10-12,Medium
INV129990,Home & Kitchen,3621.73,3.1,5389.13,48,168453.91,113520.72,54933.19,32.61,Wholesale,Direct Website,2025-03-23,Low
INV129991,Grocery,140.18,0.0,0.0,2,280.36,157.48,122.88,43.83,Retail,Direct Website,2025-09-05,No Discount
INV129992,Electronics,22548.3,16.6,7486.04,2,37610.56,28861.66,8748.9,23.26,Retail,Marketplace,2025-06-09,Medium
INV129993,Electronics,21727.99,4.6,4997.44,5,103642.51,75722.56,27919.95,26.94,Retail,Direct Website,2025-02-04,Low
INV129994,Apparel,3567.57,9.0,642.16,2,6492.98,4513.18,1979.8,30.49,Retail,Direct Website,2025-02-11,Low
INV129995,Footwear,3725.39,25.0,931.35,1,2794.04,2019.29,774.75,27.73,Retail,Marketplace,2025-07-07,High
INV129996,Grocery,815.59,14.1,115.0,1,700.59,461.88,238.71,34.07,Retail,Marketplace,2025-03-14,Medium
INV129997,Electronics,21206.01,0.0,0.0,7,148442.07,85287.26,63154.81,42.55,Wholesale,Direct Website,2025-07-10,No Discount
INV129998,Home & Kitchen,4431.99,6.7,593.89,2,8270.09,5029.49,3240.6,39.18,Retail,Direct Website,2025-06-20,Low
INV129999,Apparel,3650.15,33.8,3701.25,3,7249.2,6102.61,1146.59,15.82,Retail,In-Store,2025-02-07,Very High
INV130000,Beauty,318.03,15.5,887.3,18,4837.24,3713.12,1124.12,23.24,Wholesale,Direct Website,2025-02-28,Medium
INV130001,Home & Kitchen,4742.61,1.2,113.82,2,9371.4,5544.33,3827.07,40.84,Corporate,Marketplace,2025-09-02,Low
INV130002,Footwear,5154.3,27.5,4252.3,3,11210.6,9602.8,1607.8,14.34,Corporate,Marketplace,2025-06-20,High
INV130003,Apparel,1586.3,19.0,1506.98,5,6424.52,4555.16,1869.36,29.1,Retail,In-Store,2025-02-10,Medium
INV130004,Beauty,2446.95,22.3,10913.4,20,38025.6,25830.12,12195.48,32.07,Wholesale,Direct Website,2025-02-14,High
INV130005,Grocery,929.79,1.1,40.91,4,3678.25,2622.17,1056.08,28.71,Retail,In-Store,2025-03-18,Low
INV130006,Grocery,453.89,0.0,0.0,3,1361.67,803.7,557.97,40.98,Retail,In-Store,2025-07-16,No Discount
INV130007,Home & Kitchen,744.72,15.0,223.42,2,1266.02,889.07,376.95,29.77,Retail,Marketplace,2025-04-13,Medium
INV130008,Grocery,891.22,0.0,0.0,5,4456.1,2185.72,2270.38,50.95,Retail,Direct Website,2025-04-17,No Discount
INV130009,Apparel,727.49,14.2,516.52,5,3120.93,2193.79,927.14,29.71,Retail,Direct Website,2025-02-15,Medium
INV130010,Home & Kitchen,2989.36,0.0,0.0,5,14946.8,9868.96,5077.84,33.97,Retail,Marketplace,2025-02-05,No Discount
INV130011,Footwear,3949.7,5.1,805.74,4,14993.06,10723.01,4270.05,28.48,Retail,Marketplace,2025-07-16,Low
INV130012,Footwear,2970.92,2.3,273.32,4,11610.36,7091.88,4518.48,38.92,Retail,Direct Website,2025-09-04,Low
INV130013,Grocery,328.75,2.1,13.81,2,643.69,370.32,273.37,42.47,Retail,Marketplace,2025-12-24,Low
INV130014,Home & Kitchen,3514.56,1.3,45.69,1,3468.87,1560.99,1907.88,55.0,Retail,Marketplace,2025-02-03,Low
INV130015,Grocery,597.26,0.0,0.0,4,2389.04,1586.29,802.75,33.6,Corporate,Marketplace,2025-03-26,No Discount
INV130016,Electronics,16541.23,0.0,0.0,2,33082.46,20790.62,12291.84,37.16,Retail,Direct Website,2025-03-23,No Discount
INV130017,Electronics,23053.66,15.2,10512.47,3,58648.51,39081.36,19567.15,33.36,Retail,Direct Website,2025-06-22,Medium
INV130018,Grocery,433.22,0.0,0.0,5,2166.1,1012.33,1153.77,53.27,Retail,Marketplace,2025-12-04,No Discount
INV130019,Apparel,3237.19,21.7,702.47,1,2534.72,2170.9,363.82,14.35,Corporate,Direct Website,2025-12-28,High
INV130020,Footwear,5997.53,16.3,2932.79,3,15059.8,9926.53,5133.27,34.09,Retail,Direct Website,2025-04-13,Medium
INV130021,Home & Kitchen,4717.78,0.0,0.0,5,23588.9,13405.98,10182.92,43.17,Retail,Marketplace,2025-07-24,No Discount
INV130022,Home & Kitchen,4533.05,9.8,2221.19,5,20444.06,10672.42,9771.64,47.8,Retail,In-Store,2025-09-26,Low
INV130023,Grocery,816.53,3.3,26.95,1,789.58,474.45,315.13,39.91,Retail,Marketplace,2025-08-11,Low
INV130024,Grocery,612.31,12.4,151.85,2,1072.77,712.99,359.78,33.54,Retail,Marketplace,2025-07-22,Medium
INV130025,Home & Kitchen,3596.94,19.1,2061.05,3,8729.77,6155.76,2574.01,29.49,Retail,Direct Website,2025-06-12,Medium
INV130026,Apparel,1283.67,28.1,721.42,2,1845.92,1327.91,518.01,28.06,Retail,Direct Website,2025-03-21,High
INV130027,Grocery,932.52,13.5,629.45,5,4033.15,3205.68,827.47,20.52,Retail,Marketplace,2025-03-18,Medium
INV130028,Apparel,2981.76,25.3,3771.93,5,11136.87,8528.74,2608.13,23.42,Retail,Marketplace,2025-12-25,High
INV130029,Electronics,4360.37,11.5,1504.33,3,11576.78,8027.33,3549.45,30.66,Retail,Direct Website,2025-06-15,Medium
INV130030,Beauty,1321.25,43.4,2293.69,4,2991.31,3118.33,-127.02,-4.25,Retail,Marketplace,2025-12-27,Very High
INV130031,Electronics,1809.84,8.3,300.43,2,3319.25,2352.17,967.08,29.14,Retail,Marketplace,2025-08-08,Low
INV130032,Footwear,5555.3,13.4,744.41,1,4810.89,3560.68,1250.21,25.99,Retail,Direct Website,2025-09-10,Medium
INV130033,Beauty,1613.27,22.2,358.15,1,1255.12,1034.68,220.44,17.56,Retail,Marketplace,2025-09-11,High
INV130034,Footwear,615.07,6.1,1013.02,27,15593.87,9586.31,6007.56,38.53,Wholesale,Marketplace,2025-06-15,Low
INV130035,Apparel,1692.1,25.1,424.72,1,1267.38,946.54,320.84,25.32,Retail,In-Store,2025-07-22,High
INV130036,Footwear,5274.8,17.6,1856.73,2,8692.87,5689.5,3003.37,34.55,Retail,In-Store,2025-07-22,Medium
INV130037,Electronics,6258.88,9.5,1783.78,3,16992.86,12837.03,4155.83,24.46,Retail,Direct Website,2025-06-05,Low
INV130038,Electronics,2254.71,7.4,4171.21,25,52196.54,34368.52,17828.02,34.16,Wholesale,Marketplace,2025-01-13,Low
INV130039,Electronics,23164.73,0.0,0.0,5,115823.65,66788.23,49035.42,42.34,Corporate,In-Store,2025-10-02,No Discount
INV130040,Home & Kitchen,3105.52,15.0,1863.31,4,10558.77,6836.14,3722.63,35.26,Retail,Marketplace,2025-10-03,Medium
INV130041,Electronics,23185.08,0.0,0.0,5,115925.4,68550.83,47374.57,40.87,Retail,Direct Website,2025-09-03,No Discount
INV130042,Beauty,829.11,5.7,189.04,4,3127.4,1791.28,1336.12,42.72,Retail,Marketplace,2025-06-10,Low
INV130043,Apparel,3067.93,23.3,3574.14,5,11765.51,10384.98,1380.53,11.73,Retail,Marketplace,2025-10-27,High
INV130044,Apparel,3703.34,29.1,4310.69,4,10502.67,8732.32,1770.35,16.86,Retail,Direct Website,2025-07-16,High
INV130045,Beauty,2974.23,25.1,1493.06,2,4455.4,3699.28,756.12,16.97,Corporate,Direct Website,2025-09-18,High
INV130046,Electronics,15302.12,11.3,1729.14,1,13572.98,10040.15,3532.83,26.03,Retail,In-Store,2025-10-05,Medium
INV130047,Grocery,624.04,12.4,232.14,3,1639.98,1280.05,359.93,21.95,Retail,Direct Website,2025-10-03,Medium
INV130048,Beauty,1865.99,4.7,87.7,1,1778.29,1120.34,657.95,37.0,Retail,Marketplace,2025-12-09,Low
INV130049,Footwear,2611.29,13.3,1736.51,5,11319.94,8047.33,3272.61,28.91,Retail,Direct Website,2025-07-14,Medium
INV130050,Home & Kitchen,5247.72,17.6,1847.2,2,8648.24,5187.06,3461.18,40.02,Retail,Direct Website,2025-12-24,Medium
INV130051,Footwear,1977.49,15.9,314.42,1,1663.07,1261.14,401.93,24.17,Retail,Marketplace,2025-09-09,Medium
INV130052,Beauty,1596.61,3.2,204.37,4,6182.07,4243.77,1938.3,31.35,Retail,In-Store,2025-09-25,Low
INV130053,Footwear,3487.27,11.7,408.01,1,3079.26,1959.05,1120.21,36.38,Retail,Marketplace,2025-05-28,Medium
INV130054,Electronics,21681.34,3.9,3382.29,4,83343.07,51488.26,31854.81,38.22,Retail,Marketplace,2025-03-13,Low
INV130055,Grocery,1400.1,19.5,273.02,1,1127.08,877.04,250.04,22.18,Corporate,Direct Website,2025-11-11,Medium
INV130056,Grocery,1236.92,0.0,0.0,2,2473.84,1495.97,977.87,39.53,Retail,Direct Website,2025-08-25,No Discount
INV130057,Electronics,16892.44,15.4,7804.31,3,42873.01,28907.95,13965.06,32.57,Corporate,Marketplace,2025-03-03,Medium
INV130058,Beauty,934.34,12.3,114.92,1,819.42,523.99,295.43,36.05,Retail,Marketplace,2025-03-21,Medium
INV130059,Grocery,1328.06,3.0,39.84,1,1288.22,740.41,547.81,42.52,Corporate,Marketplace,2025-04-06,Low
INV130060,Beauty,1931.21,0.0,0.0,2,3862.42,2265.92,1596.5,41.33,Retail,Direct Website,2025-07-13,No Discount
INV130061,Electronics,9191.11,11.4,5238.93,5,40716.62,25219.9,15496.72,38.06,Retail,Direct Website,2025-10-17,Medium
INV130062,Grocery,218.91,0.0,0.0,5,1094.55,618.57,475.98,43.49,Retail,Marketplace,2025-09-11,No Discount
INV130063,Electronics,6064.1,17.9,4341.9,4,19914.5,13090.91,6823.59,34.26,Retail,Direct Website,2025-10-03,Medium
INV130064,Grocery,330.36,2.5,388.17,47,15138.75,10128.08,5010.67,33.1,Wholesale,Marketplace,2025-03-02,Low
INV130065,Electronics,12864.76,16.3,71296.5,34,366105.34,229790.47,136314.87,37.23,Wholesale,Direct Website,2025-04-21,Medium
INV130066,Electronics,7948.26,3.4,1080.96,4,30712.08,21236.28,9475.8,30.85,Retail,Marketplace,2025-05-14,Low
INV130067,Apparel,3511.42,15.2,2668.68,5,14888.42,9927.15,4961.27,33.32,Retail,Direct Website,2025-11-11,Medium
INV130068,Beauty,1795.97,32.0,2873.55,5,6106.3,5360.06,746.24,12.22,Retail,Direct Website,2025-06-07,Very High
INV130069,Footwear,4306.35,19.4,35088.14,42,145778.56,117124.39,28654.17,19.66,Wholesale,Marketplace,2025-11-11,Medium
INV130070,Electronics,19708.77,14.4,2838.06,1,16870.71,12461.95,4408.76,26.13,Retail,Direct Website,2025-02-02,Medium
INV130071,Electronics,18809.26,5.5,2069.02,2,35549.5,21423.62,14125.88,39.74,Retail,Direct Website,2025-08-21,Low
INV130072,Home & Kitchen,5711.2,6.6,1884.7,5,26671.3,19395.68,7275.62,27.28,Retail,Direct Website,2025-09-08,Low
INV130073,Grocery,236.77,18.1,128.57,3,581.74,452.53,129.21,22.21,Retail,Marketplace,2025-02-03,Medium
INV130074,Home & Kitchen,3094.82,0.0,0.0,1,3094.82,1876.66,1218.16,39.36,Retail,In-Store,2025-04-28,No Discount
INV130075,Apparel,2274.23,39.7,1805.74,2,2742.72,2879.86,-137.14,-5.0,Retail,Direct Website,2025-07-27,Very High
INV130076,Beauty,1205.14,8.5,307.31,3,3308.11,2268.86,1039.25,31.42,Retail,Marketplace,2025-01-11,Low
INV130077,Apparel,1616.84,0.0,0.0,5,8084.2,5349.08,2735.12,33.83,Retail,In-Store,2025-07-12,No Discount
INV130078,Home & Kitchen,538.15,0.0,0.0,9,4843.35,2666.93,2176.42,44.94,Wholesale,Direct Website,2025-11-15,No Discount
INV130079,Apparel,3381.95,0.0,0.0,3,10145.85,5112.87,5032.98,49.61,Retail,Marketplace,2025-04-02,No Discount
INV130080,Grocery,1085.0,0.0,0.0,1,1085.0,583.11,501.89,46.26,Retail,Direct Website,2025-02-10,No Discount
INV130081,Footwear,5257.11,4.5,7097.1,30,150616.2,104597.07,46019.13,30.55,Wholesale,Marketplace,2025-06-24,Low
INV130082,Grocery,1044.54,19.6,204.73,1,839.81,622.98,216.83,25.82,Retail,Marketplace,2025-08-17,Medium
INV130083,Home & Kitchen,4829.17,16.0,772.67,1,4056.5,3149.78,906.72,22.35,Retail,Marketplace,2025-11-18,Medium
INV130084,Home & Kitchen,1945.71,16.0,1556.57,5,8171.98,5672.22,2499.76,30.59,Retail,Marketplace,2025-03-22,Medium
INV130085,Electronics,17443.58,9.7,3384.05,2,31503.11,20922.36,10580.75,33.59,Retail,Marketplace,2025-11-11,Low
INV130086,Grocery,620.69,0.0,0.0,3,1862.07,1144.91,717.16,38.51,Corporate,Marketplace,2025-10-20,No Discount
INV130087,Beauty,1845.93,40.4,745.76,1,1100.17,1063.75,36.42,3.31,Retail,Marketplace,2025-09-08,Very High
INV130088,Footwear,2037.81,29.0,2363.86,4,5787.38,4134.26,1653.12,28.56,Retail,Marketplace,2025-10-02,High
INV130089,Apparel,3656.52,16.6,2427.93,4,12198.15,7527.01,4671.14,38.29,Retail,Marketplace,2025-08-02,Medium
INV130090,Grocery,286.84,23.9,68.55,1,218.29,170.81,47.48,21.75,Retail,Direct Website,2025-11-11,High
INV130091,Grocery,1366.7,0.0,0.0,1,1366.7,619.47,747.23,54.67,Retail,Direct Website,2025-05-10,No Discount
INV130092,Apparel,3500.74,14.1,493.6,1,3007.14,1495.82,1511.32,50.26,Retail,Marketplace,2025-09-28,Medium
INV130093,Grocery,936.15,9.8,183.49,2,1688.81,1028.15,660.66,39.12,Retail,Marketplace,2025-10-19,Low
INV130094,Footwear,5217.26,23.6,6156.37,5,19929.93,16978.51,2951.42,14.81,Retail,In-Store,2025-05-18,High
INV130095,Footwear,2416.41,16.5,1594.83,4,8070.81,5716.58,2354.23,29.17,Corporate,Direct Website,2025-01-18,Medium
INV130096,Grocery,469.38,9.8,46.0,1,423.38,244.02,179.36,42.36,Retail,Direct Website,2025-09-22,Low
INV130097,Electronics,22879.23,18.3,71177.28,17,317769.63,206661.74,111107.89,34.96,Wholesale,Marketplace,2025-12-07,Medium
INV130098,Footwear,848.49,13.1,3001.11,27,19908.12,12515.67,7392.45,37.13,Wholesale,Direct Website,2025-10-03,Medium
INV130099,Beauty,1380.29,44.0,1214.66,2,1545.92,1345.59,200.33,12.96,Retail,In-Store,2025-10-27,Very High
INV130100,Apparel,996.11,26.3,523.95,2,1468.27,1101.74,366.53,24.96,Retail,Direct Website,2025-09-27,High
INV130101,Apparel,3653.84,10.0,730.77,2,6576.91,4048.4,2528.51,38.45,Corporate,Direct Website,2025-05-07,Low
INV130102,Electronics,19988.85,26.1,20868.36,4,59087.04,42765.45,16321.59,27.62,Retail,In-Store,2025-05-08,High
INV130103,Electronics,10326.04,24.2,12494.51,5,39135.69,37314.85,1820.84,4.65,Retail,Marketplace,2025-01-18,High
INV130104,Grocery,1416.39,1.1,15.58,1,1400.81,795.42,605.39,43.22,Retail,Marketplace,2025-11-14,Low
INV130105,Apparel,1686.24,23.4,16177.79,41,52958.05,40119.8,12838.25,24.24,Wholesale,Direct Website,2025-08-05,High
INV130106,Electronics,1876.19,0.0,0.0,4,7504.76,4133.79,3370.97,44.92,Retail,Direct Website,2025-03-05,No Discount
INV130107,Home & Kitchen,1499.67,5.0,599.87,8,11397.49,8167.07,3230.42,28.34,Wholesale,Marketplace,2025-02-03,Low
INV130108,Home & Kitchen,5763.06,17.6,5071.49,5,23743.81,16952.26,6791.55,28.6,Retail,Marketplace,2025-05-12,Medium
INV130109,Electronics,19706.45,7.5,4433.95,3,54685.4,39858.89,14826.51,27.11,Retail,Marketplace,2025-04-06,Low
